MAJ   , Code Postal , Latitude , Longitude , Eloignement 
BILLY SUR OURCQ ,02210,49.216667,3.3,1.36
BLANZY LES FISMES ,02160,49.333333,3.666667,1.12
BLERANCOURT   ,02300,49.516667,3.15,1.65
BLESMES   ,02400,49.033333,3.45,2.12
BOHAIN EN VERMANDOIS ,02110,49.983333,3.45,1.79
BOIS LES PARGNY ,02270,49.716667,3.65,0.84
BONCOURT   ,02350,49.616667,3.95,1.99
BONNEIL   ,02400,49,3.35,2.26
BONNESVALYN   ,02400,49.116667,3.316667,1.78
BONY   ,02420,49.983333,3.216667,1.79
BOSMONT SUR SERRE ,02250,49.733333,3.866667,1.48
BOUE   ,02450,50.016667,3.7,1.93
BOUFFIGNEREUX   ,02160,49.366667,3.85,2.01
BOURESCHES   ,02400,49.066667,3.3,1.98
BOURG ET COMIN ,02160,49.4,3.65,1.05
BOURGUIGNON SOUS COUCY ,02300,49.55,3.166667,1.58
LA BOUTEILLE  ,02140,49.866667,3.966667,1.92
BRAINE   ,02220,49.333333,3.533333,0.88
BRANCOURT EN LAONNOIS ,02320,49.516667,3.416667,0.78
BRANCOURT LE GRAND ,02110,49.966667,3.383333,1.72
BRANGES   ,02130,49.266667,3.5,1.16
BRASLES   ,02400,49.05,3.433333,2.05
BRAYE EN LAONNOIS ,02000,49.433333,3.616667,1.69
BRAYE EN THIERACHE ,02140,49.783333,3.966667,1.92
BRAY SAINT CHRISTOPHE ,02480,49.766667,3.15,1.65
BRAYE   ,02880,49.433333,3.366667,0.7
BRECY   ,02210,49.15,3.433333,1.71
BRENELLE   ,02220,49.366667,3.533333,0.75
BRENY   ,02210,49.183333,3.35,1.5
BRISSAY CHOIGNY  ,02240,49.716667,3.366667,1.32
BRUMETZ   ,02810,49.1,3.15,1.85
BRUNEHAMEL   ,02360,49.766667,4.183333,2.86
BRUYERES SUR FERE ,02130,49.183333,3.433333,1.57
BRUYERES ET MONTBERAULT ,02860,49.516667,3.666667,0.62
BRUYS   ,02220,49.266667,3.566667,1.16
BUCILLY   ,02500,49.883333,4.083333,2.42
BUCY LE LONG ,02880,49.4,3.383333,0.63
BUCY LES CERNY ,02870,49.583333,3.516667,0.56
BUCY LES PIERREPONT ,02350,49.65,3.9,1.62
BUIRE   ,02500,49.9,4.05,2.28
BUIRONFOSSE   ,02620,49.966667,3.833333,1.72
BURELLES   ,02140,49.783333,3.9,1.62
BUSSIARES   ,02810,49.083333,3.25,1.91
BUZANCY   ,02200,49.316667,3.35,0.95
CAILLOUEL CREPIGNY  ,02300,49.616667,3.15,1.65
CASTRES   ,02680,49.8,3.233333,1.29
LE CATELET  ,02420,50,3.25,1.86
CAULAINCOURT   ,02490,49.866667,3.1,1.87
CAUMONT   ,02300,49.616667,3.183333,1.5
CELLES LES CONDE ,02330,49.016667,3.566667,2.19
CELLES SUR AISNE ,02370,49.416667,3.483333,0.84
CERIZY   ,02240,49.75,3.333333,1.58
CERNY EN LAONNOIS ,02860,49.45,3.666667,0.93
CERNY LES BUCY ,02870,49.583333,3.533333,0.35
CERSEUIL   ,02220,49.333333,3.516667,0.88
CESSIERES   ,02320,49.566667,3.483333,1.62
CHACRISE   ,02200,49.3,3.4,1.65
CHAILLEVOIS   ,02000,49.516667,3.516667,0.9
CHALANDRY   ,02270,49.683333,3.633333,0.61
CHAMBRY   ,02000,49.6,3.65,1.39
CHAMOUILLE   ,02860,49.466667,3.666667,0.61
CHAMPS   ,02670,49.533333,3.25,1.21
CHAOURSE   ,02340,49.7,4,2.06
LA CHAPELLE MONTHODON ,02330,49.016667,3.633333,2.19
LA CHAPELLE SUR CHEZY,02570,48.95,3.383333,2.46
LE CHARMEL  ,02850,49.116667,3.55,2.06
CHARMES   ,02800,49.65,3.383333,0.63
CHARTEVES   ,02400,49.083333,3.5,1.91
CHASSEMY   ,02370,49.383333,3.5,0.84
CHATEAU THIERRY  ,02400,49.05,3.4,2.05
CHATILLON LES SONS ,02270,49.75,3.683333,1.49
CHATILLON SUR OISE ,02240,49.783333,3.4,0.97
CHAUDARDES   ,02160,49.383333,3.783333,1.12
CHAUDUN   ,02200,49.316667,3.266667,1.25
CHAUNY   ,02300,49.616667,3.216667,1.36
CHAVIGNON   ,02000,49.483333,3.516667,1.18
CHAVIGNY   ,02880,49.433333,3.3,1.91
CHAVONNE   ,02370,49.4,3.566667,1.28
CHERET   ,02860,49.516667,3.683333,0.7
CHERMIZY AILLES  ,02860,49.466667,3.733333,1.58
CHERY CHARTREUVE  ,02220,49.266667,3.616667,1.52
CHERY LES POUILLY ,02000,49.65,3.6,1.61
CHERY LES ROZOY ,02360,49.716667,4.083333,2.42
CHEVENNES   ,02250,49.816667,3.733333,1.43
CHEVREGNY   ,02000,49.466667,3.583333,1.09
CHEVRESIS MONCEAU  ,02270,49.75,3.566667,0.86
CHEZY EN ORXOIS ,02810,49.133333,3.183333,1.71
CHEZY SUR MARNE ,02570,48.983333,3.366667,2.33
CHIERRY   ,02400,49.033333,3.433333,2.12
CHIGNY   ,02120,49.916667,3.766667,1.52
CHIVRES EN LAONNOIS ,02350,49.633333,3.85,1.41
CHIVRES VAL  ,02880,49.4,3.433333,1.26
CHIVY LES ETOUVELLES ,02000,49.516667,3.583333,0.39
CHOUY   ,02210,49.2,3.25,1.77
CIERGES   ,02130,49.166667,3.6,1.57
CILLY   ,02250,49.733333,3.833333,1.33
CIRY SALSOGNE  ,02220,49.366667,3.466667,1.41
CLACY ET THIERRET ,02000,49.55,3.566667,0.17
CLAIRFONTAINE   ,02260,49.983333,3.983333,1.99
CLAMECY   ,02880,49.433333,3.366667,0.7
CLASTRES   ,02440,49.733333,3.233333,2.31
CLERMONT LES FERMES ,02340,49.666667,3.95,1.84
COEUVRES ET VALSERY ,02600,49.333333,3.15,1.65
COHAN   ,02130,49.216667,3.65,1.36
COINCY   ,02210,49.166667,3.416667,1.57
COINGT   ,02360,49.783333,4.083333,2.42
COLLIGIS CRANDELAIN  ,02860,49.483333,3.65,0.53
COLONFAY   ,02120,49.85,3.7,1.24
COMMENCHON   ,02300,49.633333,3.166667,1.58
CONCEVREUX   ,02160,49.383333,3.783333,1.12
CONDE EN BRIE ,02330,49,3.55,2.26
CONDE SUR AISNE ,02370,49.4,3.45,1.69
CONDE SUR SUIPPE ,02190,49.416667,3.95,1.84
CONDREN   ,02700,49.616667,3.283333,1.07
CONNIGIS   ,02330,49.033333,3.533333,2.12
CONTESCOURT   ,02680,49.8,3.233333,1.29
CORBENY   ,02820,49.466667,3.816667,1.26
CORCY   ,02600,49.25,3.216667,1.36
COUCY LES EPPES ,02840,49.55,3.766667,1.13
COUCY LA VILLE ,02380,49.533333,3.333333,0.85
COUPRU   ,02310,49.033333,3.266667,2.12
COURBES   ,02800,49.683333,3.45,1.37
COURBOIN   ,02330,49,3.5,2.26
COURCHAMPS   ,02810,49.116667,3.266667,1.78
COURMELLES   ,02200,49.35,3.316667,0.92
COURMONT   ,02130,49.15,3.566667,1.64
COURTEMONT VARENNES  ,02850,49.066667,3.55,1.98
COURTRIZY ET FUSSIGNY ,02820,49.516667,3.8,1.19
COUVRELLES   ,02220,49.35,3.483333,1.04
COUVRON ET AUMENCOURT ,02270,49.65,3.516667,1.39
COYOLLES   ,02600,49.233333,3.05,2.09
CRAMAILLE   ,02130,49.233333,3.45,1.43
CRAONNE   ,02160,49.433333,3.783333,1.21
CRAONNELLE   ,02160,49.433333,3.766667,1.04
CRECY AU MONT ,02380,49.483333,3.316667,1.07
CRECY SUR SERRE ,02270,49.7,3.616667,0.62
CREZANCY   ,02650,49.05,3.5,2.05
CROIX FONSOMMES  ,02110,49.916667,3.4,1.52
LA CROIX SUR OURCQ,02210,49.166667,3.35,1.57
CROUY   ,02880,49.4,3.366667,0.73
CRUPILLY   ,02120,49.916667,3.75,1.52
CUFFIES   ,02880,49.416667,3.316667,1.54
CUGNY   ,02480,49.7,3.15,1.65
CUGNY LES CROUTTES ,02210,49.2,3.383333,1.43
CUIRIEUX   ,02350,49.683333,3.816667,1.26
CUIRY HOUSSE  ,02220,49.3,3.483333,1.02
CUIRY LES CHAUDARDES ,02160,49.383333,3.766667,1.04
CUISSY ET GENY ,02160,49.416667,3.7,0.75
CUISY EN ALMONT ,02200,49.416667,3.25,1.79
CUTRY   ,02600,49.35,3.183333,1.5
CYS LA COMMUNE ,02220,49.4,3.566667,1.34
DAGNY LAMBERCY  ,02140,49.766667,4.033333,2.21
DALLON   ,02680,49.816667,3.233333,1.29
DAMMARD   ,02470,49.15,3.2,1.64
DAMPLEUX   ,02600,49.25,3.15,1.65
DANIZY   ,02800,49.65,3.383333,0.63
DERCY   ,02270,49.7,3.683333,1.29
DEUILLET   ,02700,49.633333,3.35,1.47
DHUIZEL   ,02220,49.366667,3.616667,1.43
DIZY LE GROS ,02340,49.633333,4.016667,2.13
DOHIS   ,02360,49.75,4.133333,2.64
DOLIGNON   ,02360,49.716667,4.083333,2.42
DOMMIERS   ,02600,49.333333,3.216667,1.36
DOMPTIN   ,02310,49.016667,3.283333,2.19
DORENGT   ,02450,49.966667,3.683333,1.72
DOUCHY   ,02590,49.766667,3.116667,1.8
DRAVEGNY   ,02130,49.233333,3.633333,1.3
DROIZY   ,02210,49.283333,3.383333,1.31
EBOULEAU   ,02350,49.666667,3.866667,1.48
EFFRY   ,02500,49.933333,4,2.06
ENGLANCOURT   ,02260,49.916667,3.8,1.52
EPAGNY   ,02290,49.466667,3.25,1.34
EPARCY   ,02500,49.866667,4.066667,2.35
EPAUX BEZU  ,02400,49.1,3.35,1.85
EPIEDS   ,02400,49.1,3.45,1.85
L EPINE AUX BOIS,02540,48.883333,3.45,2.74
EPPES   ,02840,49.55,3.733333,0.9
ERLON   ,02250,49.716667,3.716667,1.1
ERLOY   ,02260,49.9,3.816667,1.45
ESCAUFOURT   ,59360,50.05,3.483333,2.07
ESQUEHERIES   ,02170,49.983333,3.75,1.79
ESSIGNY LE GRAND ,02690,49.766667,3.283333,1.07
ESSIGNY LE PETIT ,02100,49.9,3.366667,1.52
ESSISES   ,02570,48.966667,3.416667,2.39
ESSOMES SUR MARNE ,02400,49.033333,3.366667,2.12
ESTREES   ,02420,49.966667,3.283333,1.72
ETAMPES SUR MARNE ,02400,49.033333,3.416667,2.12
ETAVES ET BOCQUIAUX ,02110,49.933333,3.45,1.59
ETOUVELLES   ,02000,49.533333,3.583333,0.24
ETREAUPONT   ,02580,49.9,3.916667,1.7
ETREILLERS   ,02590,49.816667,3.15,1.65
ETREPILLY   ,02400,49.083333,3.333333,1.91
ETREUX   ,02510,49.983333,3.65,1.79
EVERGNICOURT   ,02190,49.433333,4.033333,2.21
FARGNIERS   ,02700,49.65,3.316667,0.92
FAUCOUCOURT   ,02320,49.533333,3.466667,0.7
FAYET   ,02100,49.866667,3.25,1.41
LA FERE  ,02800,49.666667,3.366667,0.7
FERE EN TARDENOIS ,02130,49.2,3.516667,1.43
LA FERTE CHEVRESIS ,02270,49.733333,3.566667,0.76
LA FERTE MILON ,02460,49.166667,3.116667,1.8
FESTIEUX   ,02840,49.516667,3.75,1.29
FIEULAINE   ,02110,49.883333,3.45,1.38
FILAIN   ,02000,49.466667,3.55,1.14
LA FLAMENGRIE  ,02260,50,3.916667,1.86
FLAVY LE MARTEL ,02520,49.716667,3.2,1.43
FLUQUIERES   ,02590,49.8,3.15,1.65
FOLEMBRAY   ,02670,49.55,3.283333,1.07
FONSOMMES   ,02110,49.9,3.4,1.45
FONTAINE LES CLERCS ,02680,49.8,3.216667,1.38
FONTAINE LES VERVINS ,02140,49.85,3.9,1.62
FONTAINE NOTRE DAME ,02110,49.883333,3.433333,1.38
FONTAINE UTERTE  ,02110,49.916667,3.366667,1.52
FONTENELLE   ,02170,50.033333,3.866667,2
FONTENELLE EN BRIE ,02540,48.916667,3.483333,2.6
FONTENOY   ,02290,49.416667,3.2,1.43
FORESTE   ,02590,49.816667,3.1,1.87
FOSSOY   ,02650,49.05,3.483333,2.05
FOURDRAIN   ,02870,49.6,3.466667,1.75
FRANCILLY SELENCY  ,02760,49.85,3.233333,1.29
FRESNES EN TARDENOIS ,02130,49.15,3.55,1.64
FRESNOY LE GRAND ,02230,49.95,3.416667,1.65
FRESSANCOURT   ,02800,49.616667,3.416667,1.17
FRIERES FAILLOUEL  ,02700,49.666667,3.25,1.42
FROIDESTREES   ,02260,49.933333,3.9,1.62
FROIDMONT COHARTILLE  ,02270,49.683333,3.7,1.56
GANDELU   ,02810,49.1,3.183333,1.85
GAUCHY   ,02430,49.816667,3.266667,1.14
GERCY   ,02140,49.816667,3.866667,1.48
GERGNY   ,02260,49.916667,3.916667,1.7
GERMAINE   ,02590,49.783333,3.116667,1.8
GERNICOURT   ,02160,49.4,3.866667,2.25
GIBERCOURT   ,02440,49.733333,3.283333,1.07
GIZY   ,02350,49.6,3.766667,1.29
GLAND   ,02400,49.05,3.466667,2.05
GLENNES   ,02160,49.35,3.716667,0.82
GOUSSANCOURT   ,02130,49.166667,3.666667,1.57
GRANDLUP ET FAY ,02350,49.666667,3.733333,1.71
GRANDRIEUX   ,02360,49.733333,4.183333,2.86
GRICOURT   ,02100,49.883333,3.25,1.45
GRISOLLES   ,02210,49.15,3.35,1.64
GRONARD   ,02140,49.783333,3.883333,1.55
GROUGIS   ,02110,49.933333,3.533333,1.59
GRUGIES   ,02680,49.8,3.266667,2.05
GUIGNICOURT   ,02190,49.433333,3.966667,1.92
GUISE   ,02120,49.9,3.633333,1.45
GUIVRY   ,02300,49.65,3.116667,1.8
GUNY   ,02300,49.516667,3.266667,1.69
GUYENCOURT   ,02160,49.35,3.833333,1.82
HANNAPES   ,02510,49.966667,3.616667,1.72
HAPPENCOURT   ,02480,49.783333,3.183333,1.5
HARAMONT   ,02600,49.283333,3.05,2.09
HARCIGNY   ,02140,49.8,3.983333,1.99
HARLY   ,02100,49.833333,3.316667,1.17
HARTENNES ET TAUX ,02210,49.266667,3.35,1.16
HARY   ,02140,49.783333,3.933333,1.77
LE HAUCOURT  ,02420,49.916667,3.283333,1.52
HAUTEVESNES   ,02810,49.116667,3.233333,1.78
HAUTEVILLE   ,02120,49.866667,3.516667,1.6
HAUTION   ,02140,49.85,3.833333,1.33
LA HERIE  ,02500,49.883333,4.05,2.28
LE HERIE LA VIEVILLE,02120,49.816667,3.633333,1.1
HINACOURT   ,02440,49.733333,3.283333,1.07
HIRSON   ,02500,49.916667,4.083333,2.42
HOLNON   ,02760,49.866667,3.216667,1.36
HOMBLIERES   ,02720,49.85,3.366667,1.24
HOURY   ,02140,49.783333,3.85,1.41
HOUSSET   ,02250,49.783333,3.7,1.48
IRON   ,02510,49.95,3.666667,1.65
ITANCOURT   ,02240,49.8,3.35,1.37
IVIERS   ,02360,49.783333,4.133333,2.64
JAULGONNE   ,02850,49.083333,3.533333,1.91
JEANCOURT   ,02490,49.933333,3.15,1.65
JEANTES   ,02140,49.8,4.05,2.28
JONCOURT   ,02420,49.95,3.3,1.65
JOUAIGNES   ,02220,49.3,3.5,1.02
JOUY   ,02370,49.45,3.5,1.02
JUMENCOURT   ,02380,49.516667,3.35,0.78
JUMIGNY   ,02160,49.416667,3.716667,0.82
JUSSY   ,02480,49.716667,3.233333,1.81
JUVIGNY   ,02880,49.45,3.316667,1.61
JUVINCOURT ET DAMARY ,02190,49.45,3.9,1.62
LAFFAUX   ,02880,49.45,3.416667,0.9
LAIGNY   ,02140,49.85,3.866667,1.48
LANCHY   ,02590,49.833333,3.083333,1.94
LANDIFAY ET BERTAIGNEMONT ,02120,49.816667,3.6,1.1
LANDOUZY LA COUR ,02140,49.85,3.983333,1.99
LANDOUZY LA VILLE ,02140,49.866667,4.05,2.28
LANDRICOURT   ,02380,49.5,3.366667,0.82
LANISCOURT   ,02000,49.55,3.55,0.36
LAON   ,02000,49.566667,3.616667,0.72
LAPPION   ,02150,49.616667,3.966667,1.92
LARGNY SUR AUTOMNE ,02600,49.266667,3.05,2.09
LATILLY   ,02210,49.15,3.316667,1.64
LAUNOY   ,02210,49.266667,3.4,1.22
LAVAL EN LAONNOIS ,02860,49.5,3.6,1.61
LAVAQUERESSE   ,02450,49.95,3.708333,1.65
LAVERSINE   ,02600,49.35,3.166667,1.58
LEME   ,02140,49.833333,3.766667,1.52
LEMPIRE   ,02420,49.983333,3.166667,1.79
LERZY   ,02260,49.933333,3.866667,1.59
LESCHELLES   ,02170,49.966667,3.766667,1.72
LESDINS   ,02100,49.9,3.333333,1.45
LESGES   ,02220,49.3,3.5,1.02
LESQUIELLES SAINT GERMAIN ,02120,49.933333,3.616667,1.59
LEUILLY SOUS COUCY ,02380,49.483333,3.333333,0.85
LEURY   ,02880,49.433333,3.333333,1.16
LEUZE   ,02500,49.85,4.15,2.72
LEVERGIES   ,02420,49.933333,3.316667,1.59
LHUYS   ,02220,49.283333,3.55,1.09
LICY CLIGNON  ,02810,49.1,3.266667,1.85
LIERVAL   ,02860,49.483333,3.616667,1.22
LIEZ   ,02700,49.683333,3.283333,1.07
LIME   ,02220,49.316667,3.55,0.95
LISLET   ,02340,49.683333,4.016667,2.13
LIZY   ,02320,49.516667,3.466667,0.5
LOGNY LES AUBENTON ,02500,49.833333,4.2,2.93
LOMBRAY   ,02300,49.516667,3.116667,1.8
LONGCHAMPS   ,02120,49.916667,3.566667,1.52
LONGPONT   ,02600,49.266667,3.216667,1.36
LOR   ,02190,49.533333,4.05,2.28
LOUATRE   ,02600,49.25,3.25,1.43
LOUPEIGNE   ,02130,49.25,3.533333,1.23
LUCY LE BOCAGE ,02400,49.05,3.283333,2.05
LUGNY   ,02140,49.783333,3.816667,1.26
LUZOIR   ,02500,49.933333,3.966667,1.92
LY FONTAINE  ,02440,49.716667,3.3,1
MAAST ET VIOLAINE ,02220,49.283333,3.45,1.6
MACHECOURT   ,02350,49.658333,3.841667,1.37
MACOGNY   ,02470,49.166667,3.233333,1.57
MACQUIGNY   ,02120,49.883333,3.55,1.38
MAGNY LA FOSSE ,02420,49.933333,3.283333,1.59
MAISSEMY   ,02490,49.883333,3.2,1.43
MAIZY   ,02160,49.383333,3.733333,0.9
LA MALMAISON  ,02190,49.516667,3.983333,1.99
MALZY   ,02120,49.9,3.733333,1.45
MANICAMP   ,02300,49.566667,3.166667,1.58
MARCHAIS   ,02350,49.583333,3.816667,1.26
MARCHAIS EN BRIE ,02540,48.883333,3.483333,2.74
MARCY   ,02720,49.833333,3.4,1.34
MARCY SOUS MARLE ,02250,49.733333,3.733333,0.9
MAREST DAMPCOURT  ,02300,49.6,3.15,1.65
MAREUIL EN DOLE ,02130,49.25,3.55,1.23
MARFONTAINE   ,02140,49.8,3.783333,1.32
MARGIVAL   ,02880,49.433333,3.4,0.56
MARIGNY EN ORXOIS ,02810,49.066667,3.216667,1.98
MARIZY SAINTE GENEVIEVE ,02470,49.183333,3.2,1.5
MARIZY SAINT MARD ,02470,49.183333,3.216667,1.5
MARLE   ,02250,49.733333,3.766667,1.04
MARLY GOMONT  ,02120,49.9,3.8,1.83
MARTIGNY   ,02500,49.866667,4.133333,2.64
MARTIGNY COURPIERRE  ,02860,49.483333,3.683333,0.68
MAUREGNY EN HAYE ,02820,49.533333,3.8,1.29
MAYOT   ,02800,49.7,3.383333,0.89
MENNESSIS   ,02700,49.7,3.266667,1.66
MENNEVILLE   ,02190,49.416667,4,2.06
MENNEVRET   ,02630,49.983333,3.55,1.79
MERCIN ET VAUX ,02200,49.383333,3.283333,1.07
MERLIEUX ET FOUQUEROLLES ,02000,49.516667,3.5,1.12
MERVAL   ,02160,49.35,3.7,0.82
MESBRECOURT RICHECOURT  ,02270,49.7,3.55,0.68
MESNIL SAINT LAURENT ,02720,49.833333,3.35,1.17
MEURIVAL   ,02160,49.35,3.766667,1.04
MEZIERES SUR OISE ,02240,49.766667,3.4,0.9
MEZY MOULINS  ,02650,49.066667,3.5,1.98
MISSY AUX BOIS ,02200,49.333333,3.25,1.41
MISSY LES PIERREPONT ,02350,49.633333,3.8,1.19
MISSY SUR AISNE ,02880,49.383333,3.433333,1.48
MOLAIN   ,02110,50.016667,3.516667,1.93
MOLINCHART   ,02000,49.566667,3.533333,0.69
MONAMPTEUIL   ,02000,49.483333,3.566667,0.85
MONCEAU LES LEUPS ,02270,49.666667,3.483333,1.74
MONCEAU LE WAAST ,02840,49.616667,3.7,1.87
MONCEAU SUR OISE ,02120,49.9,3.7,1.45
MONDREPUIS   ,02500,49.966667,4.066667,2.35
MONNES   ,02470,49.15,3.216667,1.64
MONTAIGU   ,02820,49.533333,3.833333,1.33
MONTBAVIN   ,02000,49.533333,3.516667,0.83
MONTBREHAIN   ,02110,49.966667,3.35,1.72
MONTCHALONS   ,02860,49.516667,3.733333,1.6
MONT D ORIGNY ,02390,49.833333,3.483333,1.17
MONTFAUCON   ,02540,48.95,3.45,2.46
MONTGOBERT   ,02600,49.3,3.15,1.65
MONTGRU SAINT HILAIRE ,02210,49.183333,3.333333,1.5
MONTHENAULT   ,02860,49.483333,3.666667,0.61
MONTHIERS   ,02400,49.1,3.3,1.85
MONTHUREL   ,02330,49.016667,3.55,2.19
MONTIGNY EN ARROUAISE ,02110,49.9,3.483333,1.45
MONTIGNY L ALLIER ,02810,49.116667,3.1,2.46
MONTIGNY LE FRANC ,02250,49.683333,3.916667,1.88
MONTIGNY LENGRAIN  ,02290,49.366667,3.1,1.88
MONTIGNY LES CONDE ,02330,48.983333,3.566667,2.33
MONTIGNY SOUS MARLE ,02250,49.75,3.8,1.19
MONTIGNY SUR CRECY ,02270,49.716667,3.583333,0.69
MONTLEVON   ,02330,48.966667,3.533333,2.39
MONTLOUE   ,02340,49.666667,4.066667,2.35
MONT NOTRE DAME ,02220,49.3,3.583333,1.02
MONTREUIL AUX LIONS ,02310,49.016667,3.2,2.19
MONT SAINT JEAN ,02360,49.783333,4.2,2.93
MONT SAINT MARTIN ,02220,49.283333,3.633333,1.63
MONT SAINT PERE ,02400,49.066667,3.483333,1.98
   ,02100,49.866667,3.316667,1.31
MORGNY EN THIERACHE ,02360,49.766667,4.066667,2.35
MORSAIN   ,02290,49.45,3.183333,1.5
MORTIERS   ,02270,49.683333,3.666667,1.08
MOULINS   ,02160,49.416667,3.683333,0.7
MOUSSY VERNEUIL  ,02160,49.416667,3.633333,1.36
MOY DE L AISNE,02610,49.75,3.366667,0.83
MURET ET CROUTTES ,02210,49.283333,3.416667,1.62
MUSCOURT   ,02160,49.366667,3.75,0.97
NAMPCELLES LA COUR ,02140,49.783333,4,2.06
NAMPTEUIL SOUS MURET ,02200,49.3,3.416667,1.91
NANTEUIL LA FOSSE ,02880,49.433333,3.45,1.49
NANTEUIL NOTRE DAME ,02210,49.2,3.4,1.43
NAUROY   ,02420,49.95,3.25,1.65
NESLES LA MONTAGNE ,02400,49.016667,3.416667,2.19
NEUFCHATEL SUR AISNE ,02190,49.433333,4.033333,2.21
NEUFLIEUX   ,02300,49.6,3.166667,1.58
NEUILLY SAINT FRONT ,02470,49.166667,3.266667,1.57
NEUVE MAISON  ,02500,49.933333,4.033333,2.21
LA NEUVILLE BOSMONT ,02250,49.716667,3.85,1.41
LA NEUVILLE EN BEINE,02300,49.683333,3.15,1.65
LA NEUVILLE HOUSSET ,02250,49.783333,3.716667,1.27
LA NEUVILLE LES DORENGT,02450,49.966667,3.683333,1.72
NEUVILLE SAINT AMAND ,02100,49.816667,3.333333,1.33
NEUVILLE SUR AILETTE ,02860,49.466667,3.7,0.89
NEUVILLE SUR MARGIVAL ,02880,49.45,3.4,0.63
NEUVILLETTE   ,02390,49.85,3.466667,1.25
NIZY LE COMTE ,02150,49.566667,4.05,2.28
NOGENTEL   ,02400,49.016667,3.4,2.19
NOGENT L ARTAUD ,02310,48.966667,3.316667,2.39
NOIRCOURT   ,02340,49.666667,4.1,2.5
NOROY SUR OURCQ ,02600,49.2,3.216667,1.43
LE NOUVION EN THIERACHE,02170,50.016667,3.783333,1.93
NOUVION ET CATILLON ,02270,49.7,3.483333,1.67
NOUVION LE COMTE ,02800,49.683333,3.466667,1.74
NOUVION LE VINEUX ,02860,49.5,3.616667,1.23
NOUVRON VINGRE  ,02290,49.433333,3.2,1.43
NOYALES   ,02120,49.9,3.55,1.45
NOYANT ET ACONIN ,02200,49.333333,3.333333,0.88
OEUILLY   ,02160,49.383333,3.683333,0.68
OHIS   ,02500,49.933333,4.016667,2.13
OIGNY EN VALOIS ,02600,49.216667,3.133333,1.72
OISY   ,02450,50.016667,3.666667,1.93
OLLEZY   ,02480,49.716667,3.133333,1.72
OMISSY   ,02100,49.883333,3.316667,1.38
ORAINVILLE   ,02190,49.383333,4.016667,2.13
ORGEVAL   ,02860,49.516667,3.7,0.94
ORIGNY EN THIERACHE ,02550,49.9,4.016667,2.13
ORIGNY SAINTE BENOITE ,02390,49.833333,3.5,1.25
OSLY COURTIL  ,02290,49.4,3.216667,1.36
OSTEL   ,02370,49.433333,3.566667,1.35
OULCHES LA VALLEE FOULON,02160,49.433333,3.75,0.97
OULCHY LA VILLE ,02210,49.216667,3.35,1.36
OULCHY LE CHATEAU ,02210,49.2,3.35,1.43
PAARS   ,02220,49.333333,3.6,0.98
PAISSY   ,02160,49.416667,3.7,0.75
PANCY COURTECON  ,02860,49.466667,3.65,0.7
PAPLEUX   ,02260,50.016667,3.883333,1.93
PARFONDEVAL   ,02360,49.733333,4.166667,2.79
PARFONDRU   ,02840,49.533333,3.716667,0.82
PARGNAN   ,02160,49.4,3.7,0.75
PARGNY FILAIN  ,02000,49.466667,3.533333,1.23
PARGNY LA DHUYS ,02330,48.95,3.55,2.46
PARGNY LES BOIS ,02270,49.716667,3.616667,0.69
PARPEVILLE   ,02240,49.766667,3.55,2.11
PASLY   ,02200,49.4,3.3,0.99
PASSY EN VALOIS ,02470,49.166667,3.2,1.57
PASSY SUR MARNE ,02850,49.066667,3.566667,1.98
PAVANT   ,02310,48.95,3.283333,2.46
PERLES   ,02160,49.316667,3.65,1.48
PERNANT   ,02200,49.383333,3.233333,1.76
PIERREMANDE   ,02300,49.566667,3.25,1.21
PIERREPONT   ,02350,49.65,3.783333,1.12
PIGNICOURT   ,02190,49.416667,4.033333,2.21
PINON   ,02320,49.483333,3.45,0.78
PISSELEUX   ,02600,49.233333,3.083333,1.94
PITHON   ,02480,49.75,3.1,1.87
PLEINE SELVE  ,02240,49.783333,3.516667,1.57
LE PLESSIER HULEU ,02210,49.233333,3.35,1.3
PLOISY   ,02200,49.333333,3.3,0.99
PLOMION   ,02140,49.8,4.016667,2.13
POMMIERS   ,02200,49.4,3.266667,1.37
PONT A BUCY ,02270,49.683333,3.483333,1.69
PONT ARCY  ,02160,49.383333,3.616667,1.54
PONTAVERT   ,02160,49.416667,3.816667,1.55
PONTRU   ,02490,49.9,3.216667,1.45
PONTRUET   ,02490,49.9,3.233333,1.46
PONT SAINT MARD ,02380,49.5,3.283333,1.7
POUILLY SUR SERRE ,02270,49.683333,3.583333,0.56
PREMONT   ,02110,50,3.383333,1.86
PREMONTRE   ,02320,49.55,3.4,1.51
PRESLES ET BOVES ,02370,49.4,3.55,0.89
PRESLES ET THIERNY ,02860,49.516667,3.616667,1.36
PRIEZ   ,02470,49.133333,3.266667,1.71
PRISCES   ,02140,49.783333,3.866667,1.48
PROISY   ,02120,49.9,3.733333,1.45
PROIX   ,02120,49.9,3.566667,1.45
PROUVAIS   ,02190,49.466667,3.983333,1.99
PROVISEUX ET PLESNOY ,02190,49.466667,4,2.06
PUISEUX EN RETZ ,02600,49.3,3.133333,1.72
PUISIEUX ET CLANLIEU ,02120,49.85,3.666667,1.24
QUESSY   ,02700,49.666667,3.3,0.99
QUIERZY   ,02300,49.566667,3.133333,1.72
QUINCY BASSE  ,02380,49.516667,3.383333,1.25
QUINCY SOUS LE MONT,02220,49.3,3.55,1.02
